-0.839000	121.583330
1.082013	131.464619
3.003025	141.345909
4.924038	114.949953
6.845050	77.935360
8.766063	56.472981
10.687075	47.775189
12.608088	40.495702
14.529100	36.142727
16.450113	32.488283
18.371125	34.741935
20.292138	36.995586
22.213150	36.049613
24.134163	34.696469
26.055175	37.173566
27.976188	41.536770
29.897200	40.973144
31.818213	34.497479
33.739225	30.928225
35.660238	36.505555
37.581250	41.763823
39.502263	36.635086
41.423275	31.506349
43.344288	29.097560
45.265300	27.285711
47.186313	31.395562
49.107325	39.254321
51.028338	45.454494
52.949350	49.235417
54.870363	52.403377
56.791375	53.160100
58.712388	53.914927
60.633400	45.280142
62.554413	36.645356
64.475425	41.222937
66.396438	49.107745
68.317450	49.785770
70.238463	45.688823
72.159475	42.143798
74.080488	39.410558
76.001500	37.632151
77.922513	39.456041
79.843525	41.394806
81.764538	50.218652
83.685550	59.042499
85.606563	52.541167
87.527575	42.797565
89.448588	42.157158
91.369600	46.728821
93.290613	45.830086
95.211625	38.205204
97.132638	34.748642
99.053650	42.991365
100.974663	50.354196
102.895675	47.451904
104.816688	44.549613
106.737700	46.443299
108.658713	48.889084
110.579725	51.556168
112.500738	54.310966
114.421750	51.875473
116.342763	44.985184
118.263775	43.516959
120.184788	51.639959
122.105801	56.964181
124.026813	50.060686
125.947826	43.361450
127.868838	51.651603
129.789851	59.941755
131.710863	60.085511
133.631876	58.702825
135.552888	54.837231
137.473901	49.762511
139.394913	54.400001
141.315926	68.561313
143.236938	74.623261
145.157951	64.918844
147.078963	58.079357
148.999976	64.707789
150.920988	71.225915
152.842001	69.374337
154.763013	67.522758
156.684026	77.783082
158.605038	90.135868
160.526051	104.856502
162.447063	120.621509
164.368076	149.854510
166.289088	190.687626
168.210101	245.550418
170.131113	323.096729
172.052126	405.476801
173.973138	504.169030
175.894151	605.224788
177.815163	734.563969
179.736176	863.903149
181.657188	977.322539
183.578201	1089.501849
185.499213	1190.769391
187.420226	1288.948263
189.341238	1340.082906
191.262251	1364.017850
193.183263	1377.162792
195.104276	1379.029665
197.025288	1375.989480
198.946301	1363.687278
200.867313	1352.601845
202.788326	1346.212494
204.709338	1338.687185
206.630351	1315.294437
208.551363	1291.901688
210.472376	1289.524767
212.393388	1288.744437
214.314401	1286.723851
216.235413	1284.380581
218.156426	1291.939984
220.077438	1304.606001
221.998451	1305.708944
223.919463	1296.478575
225.840476	1292.223992
227.761488	1295.513397
229.682501	1298.972105
231.603513	1302.889978
233.524526	1305.602257
235.445538	1301.053067
237.366551	1296.492852
239.287563	1291.312382
241.208576	1286.131912
243.129588	1278.979925
245.050601	1271.594440
